key,Source,Translated
﻿Common_Item,Items
behavior_221,Placeholder
behavior_222,Placeholder
behavior_223,Placeholder
behavior_224,Placeholder
behavior_10000,Tame
behavior_500,Acquire
behavior_501,Acquire
behavior_502,Acquire
behavior_503,Acquire
behavior_504,Acquire
behavior_505,Acquire
behavior_600,Chop Wood
behavior_601,Spread the message
behavior_602,Placeholder
behavior_603,Placeholder
behavior_604,Placeholder
behavior_610,Destroy
behavior_611,Destroy
behavior_612,Destroy
behavior_613,Destroy
behavior_614,Destroy
behavior_620,Mine
behavior_621,bow
behavior_622,Hide
behavior_623,Traumed
behavior_624,Abolished martial arts
behavior_1000,Speak
behavior_1001,Speak
behavior_1002,Speak
behavior_1003,Speak
behavior_1005,Express Likes and Dislikes
behavior_1005_1,Express Likes and Dislikes
behavior_1039,Greet
behavior_1070,Spread the message
behavior_1071,Return to Cage
behavior_1075,Detain
behavior_cook,Cook
behavior_request_deal,Exchange
behavior_accept_deal,Exchange
behavior_task_be_accepted,Accept My Commission
behavior_view_snake,Feedback Sneak
behavior_listen_snake,Feedback Sneak
behavior_combat_defeat,Battle
behavior_combat_victory,Battle
behavior_helper_combat,Battle
behavior_combat,Battle
behavior_npc_combat,Battle
behavior_combat_wait,Battle
behavior_forge_armor,Weave armor
behavior_forge_head,Weave Headwear
behavior_forge_upbody,Weave Topwear
behavior_forge_lowbody,Weave Bottomwear
behavior_forge_hideweapon,Craft Concealed Weapons
behavior_forge_weapon,Forge Weapons
behavior_craft_drug,Make Potion
behavior_craft_item,Craft Item
behavior_split_equip,Research Gear
behavior_water_push,Swim
behavior_swim,Swim
behavior_meet_result_talk,Speak
behavior_take_head,Take Head
behavior_impart,Teach
behavior_be_imparted,Accept Teaching
behavior_apply_attitude,Express Attitude
behavior_monster_4,Beg
behavior_take_bus,Ride Carriage
behavior_90000,chasing
behavior_90001,casting a spell
behavior_90002,casting a spell
behavior_90003,Imprisoned by Heaven
behavior_90004,Imprisoned by Heaven
behavior_90005,Break the Prison
behavior_90006,open the gates of heaven
finish_challenge_bonus_desc,Bandit Land Mass Trial completed. Treasure Map obtained.
plot_title,<MingZi>Aged Voice</><ShenFen>「Unknown」</>
plot_title_player,{0}「{1}」
plot_content_1,Stop it! Don't shout! Only I can hear your voice here. I have been waiting for hundreds of years. I have finally waited for you...
plot_content_2,"Who are you? How come I can’t see you? Are you a human,or a ghost?"
plot_content_3,"Humph! Of course I am human! Forget it, I will not be the same as you juniors.\\nI am <TDName>[Tiansheng Lao]</>, you call me <TDName>[Tian Lao]</>.\\n You can hear my voice because my <TDName>[Chuan Yin Ru Mi]</> has been achieved. It is not difficult to convey sound to you in this place."
plot_content_4,<TDName>[Tian]</>...<TDName>[Lao]</>? What is this place? Where are you hiding??
plot_content_5,"I have traveled all over the world for hundreds of years. I have countless enemies under my hands. If our relationship is known in advance, I'm afraid I'll have to wait for hundreds of years again?\\nYou only need to know that this place is called <TDName>[Da Huang Jie]</>, which is where you and I are trapped. The most important thing now is that you need to strengthen your strength as soon as possible to take the position of <TDName>[Wulin Alliance Lord]</>. I'll tell you how to help me get rid of trouble when the time comes. "
plot_content_6,"Of course, I will not let you suffer losses. All the martial arts in this <TDName>[Da Huang Jie]</> are what I have learned. You have my mark, so as long as you learn it quickly, you can master it.\\nThis <TDName>[Tian Shu Bao Dian]</> you accept it first. When you encounter difficulties, I will solve them by myself. I just hope that you can achieve hegemony as soon as possible. This is a win-win situation for you and me."
plot_content_7,<TDName>[Tian Shu Bao Dian]</> is the crystallization of my heart and mind. Its content will gradually emerge as you gain experience.
plot_content_8,"It seems that this can only be the case, but how come this <TDName>[Da Huang Jie]</> is so small?"
plot_content_9,"Small? \\n......\\nForget it, it seems that too much time has passed and you have forgotten your instinct. Boy, you need to remember: as <TDName>[Geng Fu]</>, when your strength recovers, you will naturally understand many mysteries in this world."
plot_content_10,So what should I do now?
plot_content_11,............\\nIt seems that you really forgot a lot. I still have a little time to help you for the time being.\\nEach plot in this <TDName>[Da Huang Jie]</> has a <TDName>[Regional Experience]</>. Complete the experience of this plot first.
plot_content_101,"Very good! Your skills and wisdom are much better than I imagined! \\nFollow this step, and there is hope for me to get rid of trouble when the time comes! Hahaha."
plot_content_102,What should I do next?
plot_content_103,"Open the <TDName>[Fei Ge Chuan Shu]</>, and you will naturally see how to develop the <TDName>[Da Huang Jie]</>. Each area of <TDName>[Da Huang Jie]</> has unique resources.\\nMake good use of these resources to accelerate your growth. However, the hearts of people in the rivers and lakes are complicated, and you should be careful to deal with them in your daily life.\\nIn addition, if you have a lot of money, you can also find <TDName>[merchant ships]</> to develop new plots."
plot_content_104,Uh...I got it.
plot_content_201,Stop! Don't go further into the open sea! This is very dangerous!
plot_content_202,What’s out there in the sea? !!
plot_content_203,Why? Looks calm enough to me.
plot_content_204,"Go back first, the time is not ripe yet! I will tell you everything when the time comes!"
plot_content_205,I need to see for myself what is out there.
plot_content_206,"Ah, it's good for young people to suffer a little."
plot_content_301,"As the world expands, the forces of <TDName>[Da Huang Jie]</> will also increase. Without enough strength, it is impossible to deal with a more complex environment in the rivers and lakes. The top priority is to first join a sect to accumulate strength, and then gradually plot the throne of <TDName>[Wulin Alliance Lord]</>."
plot_content_302,How can I join a sect?
plot_content_303,The <TDName>[Bulletin Board]</> outside each sect's mountain gate will write the requirements for accepting disciples. You can go there to see if you meet the requirements.
plot_content_304,Got it.
plot_content_401,"Please note! New expanded plots will appear as <TDName>[bandits]</>. They are all defeated people in the rivers and lakes. Eliminating them can gain fame in the rivers and lakes. But remember to demolish their huts and cages, otherwise there will still be villains coming here to make trouble."
plot_content_402,What if I’m no match for them?
plot_content_403,"Hire bodyguards and set traps. Sometimes avoiding the edge is also a good choice. Wait until your strength is strong or you have built your own power, and ordinary bandits will not be feared."
plot_content_404,Got it.
plot_content_1000,What else do you want to know about?
plot_content_1001,How can I join a sect?
plot_content_1002,Each sect's mountain gate has a bulletin board. You can go see if you meet the conditions to enter the door. But others may not necessarily value you~~
plot_content_1003,Do you know where the treasures are?
plot_content_1004,"Horses like to eat grass, monkeys like to eat pine nuts or plums, martens and snakes like to eat meat and eggs, and eagles like to eat meat."
plot_content_1005,When will the Wulin Conference be held?
plot_content_1006,"As long as there is an area where the Wulin Conference is held, it will be held after a period of time. I look forward to it~~ If you can become the leader of Wulin, you can really do whatever you want, hahaha."
plot_content_1007,How to treat hidden diseases?
plot_content_1008,"For minor injuries, self-gasification can be used for treatment. If the injury is too serious, you can only go to the infirmary for treatment, but their charges are quite expensive..."
plot_content_1009,How to make money?
plot_content_1010,"Trading, helping others complete commission tasks, or doing odd jobs in major stores. However, no matter how, it is not as fast as doing extraordinary things, haha, without night grass horses will not grow fat!"
plot_content_1011,How can you be invincible in the world?
plot_content_1012,"Hehehe~ There is no real invincibility in this world~ You can improve your strength by collecting secret skills, inner strength, abilities and equipment, but only by combining them properly can you truly become powerful."
plot_content_1013,How to master light skills?
plot_content_1014,I heard that you can comprehend advanced light skills at Falcon Terrace and Mirror Lake Shilin.
plot_content_1015,Your preferences?
plot_content_1016,Your relationship?
plot_content_1017,Your biography?
plot_content_1021,How to increase special status?
plot_content_1022,"You can purchase various status-increasing foods on the wine rack in the tavern, and praying for rain and snow in the City Temple can also increase the cold."
plot_content_1023,How to learn martial arts from the sect?
plot_content_1024,"The bookshelves in the practice room can purchase the unique skills and internal skills of this sect. When your prestige in this sect reaches a certain height, you can take these martial arts at will."
plot_content_1025,How to improve your position?
plot_content_1026,"Challenging a person with a higher position or completing the entrusted task of a member of the sect can increase the prestige of the sect. When the prestige meets the requirements of the next position, you can find the head of the sect for job promotion evaluation"
plot_content_1027,How to improve my reputation?
plot_content_1028,"Execute more sect orders, or submit materials to the warehouse."
plot_content_1029,What do you do in the practice room?
plot_content_1030,"My heaviest daily work is to check various equipment in the practice room, such as [wooden men] and [bookshelves]. Once any problems are found, they will be repaired and replaced immediately to ensure that they are in the best condition and ready for the disciples at any time."
plot_content_1031,What do you do in the warehouse?
plot_content_1032,"I have been in charge of warehouse management for a long time. My main daily work is to register the incoming and outgoing of various materials of the sect, to ensure that funds and materials can be properly kept for use by the disciples of the sect."
plot_content_1033,What do you do in prison?
plot_content_1034,"Although I am not proficient in martial arts, I have rich experience in guarding and interrogating prisoners. The head of the sect trusts my work very much. All key prisoners are under my responsibility. I am mainly responsible for guarding the [prison]. Those who violate the rules of the sect or provoke this sect are under my unified supervision."
plot_content_1035,What do you do in the tavern?
plot_content_1036,"Ensure that all facilities in the tavern operate normally every day, check whether the wine and food on the [wine rack] are complete, how the income of the [wine table] is, and listen to the drunken words of the knights. My ideal is to run a good tavern and provide customers with a comfortable environment."
plot_content_1037,What do you do in the stables?
plot_content_1038,"I make money by selling horses in [horse stalls] and post stations. There are also some treasures I have collected in the counter, and some miscellaneous goods are sold in the sundry cabinet. If there is no important business, I will usually stay here."
plot_content_1039,Do you know what animals like to eat?
plot_content_1040,"I only know some: [horses] like to eat mixed grass, [eagles] like to eat meat chunks, [monkeys] like to eat pine nuts and plums, [snakes] and [martens] like to eat meat chunks and eggs, and [chickens] like Eat all kinds of insects."
plot_content_1041,What do you do in the blacksmith shop?
plot_content_1042,"I make money by selling forged weapons and hidden weapons on the [weapon rack]. If I have enough materials, I will make weapons. I have devoted my life to refining the art of alchemy and metallurgy, and have cast many magic weapons and sharp tools that are spread throughout the rivers and lakes."
plot_content_1043,What do you do in the cloth village?
plot_content_1044,"I make money by selling hats, clothes and trousers woven on the [clothing rack]. If I have enough materials, I will weave better clothes. What I like most in my life is to make a peerless outfit for the masters, so that they can be awe-inspiring and walk the rivers and lakes."
plot_content_1045,What do you do at the hot spring?
plot_content_1046,I make money by operating the [hot spring]. The reason for opening the hot spring is simple. I just hope that more people can experience the wonderful use of the hot spring and get a pleasant mood here.
plot_content_1047,What do you do at Langya Pavilion?
plot_content_1048,"I make money by selling various organs on the [organ rack]. Those in the rivers and lakes who want to decorate their residences, hunt traps, or hide their shapes will take care of my business. This is my life."
plot_content_1049,What do you do in the infirmary?
plot_content_1050,"I make money by treating patients on the [sickbed] and selling elixir on the [medicine rack]. When I have nothing to do, I will practice alchemy and cultivate my body. Those in the martial arts world come to see a doctor, I never ask for names and origins, as long as I can treat, I will do my best. This is also the foundation of my medical ethics."
plot_content_10491,I need treatment
plot_content_10501,"Lie down on the sickbed quickly, and I will come to see your symptoms."
plot_content_1051,What do you do in the music building?
plot_content_1052,"The reason for opening the music building is simple. I just hope that more people can appreciate the charm of music, drink and listen to the piano here to eliminate fatigue. Isn't it fast?"
plot_content_1053,What do you do in the countryside?
plot_content_1054,My ancestors were all farmers and were quite good at planting various products. I just look at how the crops grown in the [fields] are growing every day. Those in the rivers and lakes who need herbs will also come to purchase them.
plot_content_1055,How to join a sect?
plot_content_1056,There is a bulletin board in front of each sect's mountain gate. You can go see if you meet the conditions to join. Some sects will also actively send pigeons to invite you.
plot_content_1100,Give me {0} coins and I’ll join your sect! You’ll be the boss!
plot_content_1101,Here are {0} coins
plot_content_1102,Are you kidding me? No money? I'm too lazy to pay attention to you!
plot_content_1103,I don’t want to join your sect!
plot_content_1200,"This tree was planted by me! This road was opened by me! If you want the nearby resources, you have to pay {0}!"
plot_content_1201,Here are {0} coins
plot_content_1202,Hell no!
plot_content_1203,No dough? You ask for this!
plot_content_1204,Bring it on!
plot_content_1300,"Hey, this place is under the jurisdiction of our forces! If you want to build houses here, take {0}!"
plot_content_1400,"Since you are so ruthless, from now on, you and I will have nothing to do with each other. You go your Yangguan Road, and I will cross my wooden bridge!"
plot_content_1401,Confirm
plot_content_1402,You! You are so ruthless! You and I will never stand together from now on!
plot_content_1404,"Make peace,not war. Just stay out of my way from now on!"
plot_content_1406,You want to resolve grievances with me? I won't agree without paying some price!
plot_content_1407,Here are {0} coins
plot_content_1500,I want to buy your Residence here.
plot_content_1501,Deal
plot_reply_1010,Please check
inherit_skill_title,Kungfu Legacy
inherit_skill_select_text,Select {0} this cheat to inherit
inherit_skill_story,"Senior taught you the {0} secret book, and you have mastered it when you were a child."
inherit_ability_story,"Your Lineage begins to show,endowing you with a natural aptitude for certain Abilities."
Start_Combat,Start Battle
Character_Info,Modify Configurations
Big_Map_CheckBox1,Area Resource
Big_Map_CheckBox2,Influence Area
tips_equip_skill,Click an empty Skill slot to equip Skill. Skills increase the number of corresponding Move Decks. 
tips_equip_equipment,Click empty Gear slot to equip {0}
tips_part_0,Hats
tips_part_1,Topwear
tips_part_2,Pants
tips_part_3,Weapon
tips_part_4,Concealed Weapon
RP_NAME_0,「Nameless」
RP_NAME_1000,「Charitable」
RP_NAME_2000,「Merciful」
RP_NAME_3000,「Loyal」
RP_NAME_4000,「Honorable」
RP_NAME_5000,「Just」
RP_NAME_6000,「Sociable」
RP_NAME_7000,「Chivalrous」
RP_NAME_8000,「Miserly」
RP_NAME_9000,「Ruthless」
RP_NAME_10000,「Treacherous」
RP_NAME_11000,「Cowardly」
RP_NAME_12000,「Flirtatious」
RP_NAME_13000,「Reckless」
RP_NAME_14000,「Inhumane」
RP_SOURCE_DESC_1,<AttiSource>Offer money or gifts to others 5 times</>
RP_SOURCE_DESC_2,"<AttiSource>In 3 battles won,show mercy to opponents without demanding items and spare their lives </>"
RP_SOURCE_DESC_3,<AttiSource>Perform 3 good deeds for people you have Positive Relations with</>
RP_SOURCE_DESC_4,<AttiSource>Refuse Intimacy Relations with the opposite sex twice</>
RP_SOURCE_DESC_5,<AttiSource>Initiate 3 attacks against NPCs who have committed wrongdoing</>
RP_SOURCE_DESC_6,<AttiSource>Have 3 Close Friends</>
RP_SOURCE_DESC_7,<AttiSource>Help NPCs 5 times</>
RP_SOURCE_DESC_8,<AttiSource>Refuse 4 requests for monetary assistance</>
RP_SOURCE_DESC_9,<AttiSource>Deal fatal blows in 3 battles won</>
RP_SOURCE_DESC_10,<AttiSource>Perform 3 bad deeds against people you have Positive Relations with</>
RP_SOURCE_DESC_11,<AttiSource>Beg for mercy 3 times</>
RP_SOURCE_DESC_12,<AttiSource>Become intimate with 3 people of the opposite sex</>
RP_SOURCE_DESC_13,<AttiSource>Initiate 2 battles and get defeated</>
RP_SOURCE_DESC_14,"<AttiSource>Killed Bloodline,Intimacy,or Close Friend</>"
pet_name_1000,Monkey {0}
pet_name_1002,Snake {0}
pet_name_1003,Horse {0}
pet_name_1004,Marten {0}
pet_name_1005,Eagle {0}
pet_name_1006,Serpent {0}
pet_name_1007,Lizard {0}
pet_name_1008,Frog {0}
pet_name_1009,Dog {0}
pet_name_1010,Wolf {0}
pet_name_1011,Rooster {0}
pet_name_1012,pig{0}
pet_change_name_title,Change Pet Name
pet_change_name_desc,Enter Name
pet_name,pet
influence_none,「None」
influence_bandits,「Bandits」
influence_sect,「{0}」
input_desc_1,Right Mouse Button
input_desc_2,Left Mouse Button
input_desc_3,Jump
input_desc_4,Pause
input_desc_5,ESC
input_desc_6,Open Character Menu
input_desc_7,Open Item Backpack
input_desc_8,Open Gear Backpack
input_desc_9,Open Skill Backpack
input_desc_10,Open Meridian
input_desc_11,Open Abilities
input_desc_12,Open Relations
input_desc_13,Open Map
input_desc_14,Open Quests
input_desc_15,Confirm
input_desc_16,Up
input_desc_17,Down
input_desc_18,Left
input_desc_19,Right
input_desc_20,Mouse Wheel
input_desc_21,Horizontal Rotation
input_desc_22,Vertical Rotation
input_desc_23,Move Forward
input_desc_24,Move Backward
input_desc_25,Move Right
input_desc_26,Move Left
input_desc_27,Check Time
input_desc_28,Open Cheat Screen
input_desc_29,Meditate
input_desc_30,Toggle UI
input_desc_31,Sneak
input_desc_32,Qinggong Accelerate
input_desc_33,Swim Down
input_desc_34,Enter construction mode
input_desc_35,Quick Save
input_desc_36,camera left
input_desc_37,camera turn right
input_desc_38,store/read
tag_clear,Clear Mark
tag_clear_tips_desc,Clear all marks?
select_world_my_world,My Miniworld,โลกใบน้อยๆ ของข้า
select_world_desc,"[You can create multiple small worlds]\\n[Resetting the small world will clear all the data in the world, only retaining destiny, blood, dog-beating stick, experience progress and blessings!!!]\\n[every Each small world has different regions and characteristics]\\n[The farmer can enter different small worlds at any time]"
